@@,geo,time,mean_years_in_school_men_25_to_34_years,changes(%)
+++,fsm,2014,12.58,
+++,gab,2014,10.08,
+++,gbr,2014,14.45,
+++,geo,2014,13.84,
+++,gha,2014,8.98,
+++,gin,2014,4.92,
+++,gmb,2014,6.38,
+++,gnb,2014,4.9,
+++,gnq,2014,9.63,
+++,grc,2014,13.23,
+++,grd,2014,10.14,
+++,gtm,2014,7.42,
+++,guy,2014,10.16,
+++,hnd,2014,7.78,
+++,hrv,2014,11.66,
+++,hti,2014,8.06,
+++,hun,2014,13.24,
+++,idn,2014,9.99,
+++,ind,2014,8.4,
+++,irl,2014,13.72,
+++,irn,2014,11.07,
+++,irq,2014,9.6,
+++,isl,2014,13.79,
+++,isr,2014,14.98,
+++,ita,2014,13.64,
+++,jam,2014,11.8,
+++,jor,2014,12.27,
+++,jpn,2014,15.04,
+++,kaz,2014,13.25,
+++,ken,2014,9.96,
+++,kgz,2014,13.08,
+++,khm,2014,7.16,
+++,kir,2014,9.48,
+++,kor,2014,14.66,
+++,kwt,2014,11.86,
+++,lao,2014,7.18,
+++,lbn,2014,10.65,
+++,lbr,2014,7.05,
+++,lby,2014,8.57,
+++,lca,2014,10.79,
+++,lka,2014,11,
+++,lso,2014,7.98,
+++,ltu,2014,13.46,
+++,lux,2014,13.58,
+++,lva,2014,13.36,
+++,mar,2014,6.71,
+++,mda,2014,12.69,
+++,mdg,2014,6.84,
+++,mdv,2014,7.79,
+++,mex,2014,10.67,
+++,mhl,2014,10.29,
+++,mkd,2014,12.2,
+++,mli,2014,2.93,
+++,mlt,2014,11.15,
+++,mmr,2014,7.33,
+++,mne,2014,12.75,
+++,mng,2014,10.71,
+++,moz,2014,5.15,
+++,mrt,2014,6.41,
+++,mus,2014,10.26,
+++,mwi,2014,6.96,
+++,mys,2014,11.57,
+++,nam,2014,9.05,
+++,ner,2014,2.82,
+++,nga,2014,9,
+++,nic,2014,7.9,
+++,nld,2014,14.45,
+++,nor,2014,14.8,
+++,npl,2014,7.06,
+++,nzl,2014,14.32,
+++,omn,2014,9.53,
+++,pak,2014,7.42,
+++,pan,2014,11.31,
+++,per,2014,11.89,
+++,phl,2014,10.79,
+++,png,2014,8.15,
+++,pol,2014,13.93,
+++,prk,2014,12.39,
+++,prt,2014,10.38,
+++,pry,2014,9.13,
+++,pse,2014,11.32,
+++,qat,2014,8.7,
+++,rou,2014,13.45,
+++,rus,2014,13.8,
+++,rwa,2014,6.08,
+++,sau,2014,12.34,
+++,sdn,2014,7.44,
+++,sen,2014,4.8,
+++,sgp,2014,13.85,
+++,slb,2014,8.78,
+++,sle,2014,4.74,
+++,slv,2014,9.2,
+++,som,2014,3.83,
+++,srb,2014,12.39,
+++,ssd,2014,3.21,
+++,stp,2014,7.51,
+++,sur,2014,9.87,
+++,svk,2014,13.39,
+++,svn,2014,13.3,
+++,swe,2014,14.38,
+++,swz,2014,9.56,
+++,syc,2014,11.35,
+++,syr,2014,9.77,
+++,tcd,2014,4.69,
+++,tgo,2014,7.39,
+++,tha,2014,9.69,
+++,tjk,2014,12.38,
+++,tkm,2014,13.67,
+++,tls,2014,8.06,
+++,ton,2014,11.62,
+++,tto,2014,12.35,
+++,tun,2014,10.96,
+++,tur,2014,10.16,
+++,twn,2014,13.79,
+++,tza,2014,7.84,
+++,uga,2014,8.04,
+++,ukr,2014,13.94,
+++,ury,2014,10.85,
+++,usa,2014,14.49,
+++,uzb,2014,12.6,
+++,vct,2014,10.14,
+++,ven,2014,10.38,
+++,vnm,2014,9.56,
+++,vut,2014,9.23,
+++,wsm,2014,12.19,
+++,yem,2014,7.66,
+++,zaf,2014,10.87,
+++,zmb,2014,8.98,
+++,zwe,2014,10.94,
+++,afg,2015,4.13,
+++,ago,2015,7.24,
+++,alb,2015,11.96,
+++,and,2015,14.33,
+++,are,2015,12.49,
+++,arg,2015,12.01,
+++,arm,2015,12.52,
+++,atg,2015,13.18,
+++,aus,2015,14.15,
+++,aut,2015,13.13,
+++,aze,2015,13.02,
+++,bdi,2015,5.43,
+++,bel,2015,13.89,
+++,ben,2015,5.59,
+++,bfa,2015,3.07,
+++,bgd,2015,6.53,
+++,bgr,2015,12.78,
+++,bhr,2015,9.79,
+++,bhs,2015,12.74,
+++,bih,2015,11.32,
+++,blr,2015,14.14,
+++,blz,2015,9.79,
+++,bol,2015,10.78,
+++,bra,2015,8.49,
+++,brb,2015,10.28,
+++,brn,2015,14.58,
+++,btn,2015,6.63,
+++,bwa,2015,7.67,
+++,caf,2015,7.17,
+++,can,2015,15.35,
+++,che,2015,14.59,
+++,chl,2015,12.76,
+++,chn,2015,11.01,
+++,civ,2015,6.4,
+++,cmr,2015,8.93,
+++,cod,2015,8.94,
+++,cog,2015,10.26,
+++,col,2015,10.08,
+++,com,2015,7.51,
+++,cpv,2015,6.96,
+++,cri,2015,10.03,
+++,cub,2015,12.49,
+++,cyp,2015,14.13,
+++,cze,2015,14.07,
+++,deu,2015,13.98,
+++,dji,2015,8.4,
+++,dma,2015,11.24,
+++,dnk,2015,14.54,
+++,dom,2015,10.02,
+++,dza,2015,8.52,
+++,ecu,2015,10.69,
+++,egy,2015,10.99,
+++,eri,2015,6.38,
+++,esp,2015,12.84,
+++,est,2015,13.38,
+++,eth,2015,6.12,
+++,fin,2015,14.22,
+++,fji,2015,11.64,
+++,fra,2015,13.24,
+++,fsm,2015,12.71,
+++,gab,2015,10.2,
+++,gbr,2015,14.56,
+++,geo,2015,13.95,
+++,gha,2015,9.11,
+++,gin,2015,5.03,
+++,gmb,2015,6.5,
+++,gnb,2015,5,
+++,gnq,2015,9.77,
+++,grc,2015,13.36,
+++,grd,2015,10.28,
+++,gtm,2015,7.55,
+++,guy,2015,10.3,
+++,hnd,2015,7.91,
+++,hrv,2015,11.79,
+++,hti,2015,8.2,
+++,hun,2015,13.36,
+++,idn,2015,10.12,
+++,ind,2015,8.53,
+++,irl,2015,13.84,
+++,irn,2015,11.21,
+++,irq,2015,9.73,
+++,isl,2015,13.91,
+++,isr,2015,15.08,
+++,ita,2015,13.75,
+++,jam,2015,11.93,
+++,jor,2015,12.4,
+++,jpn,2015,15.14,
+++,kaz,2015,13.36,
+++,ken,2015,10.09,
+++,kgz,2015,13.2,
+++,khm,2015,7.29,
+++,kir,2015,9.61,
+++,kor,2015,14.77,
+++,kwt,2015,12.01,
+++,lao,2015,7.31,
+++,lbn,2015,10.79,
+++,lbr,2015,7.18,
+++,lby,2015,8.71,
+++,lca,2015,10.93,
+++,lka,2015,11.13,
+++,lso,2015,8.12,
+++,ltu,2015,13.57,
+++,lux,2015,13.7,
+++,lva,2015,13.48,
+++,mar,2015,6.83,
+++,mda,2015,12.82,
+++,mdg,2015,6.96,
+++,mdv,2015,7.92,
+++,mex,2015,10.81,
+++,mhl,2015,10.43,
+++,mkd,2015,12.33,
+++,mli,2015,3,
+++,mlt,2015,11.28,
+++,mmr,2015,7.47,
+++,mne,2015,12.88,
+++,mng,2015,10.84,
+++,moz,2015,5.26,
+++,mrt,2015,6.53,
+++,mus,2015,10.39,
+++,mwi,2015,7.08,
+++,mys,2015,11.7,
+++,nam,2015,9.18,
+++,ner,2015,2.89,
+++,nga,2015,9.14,
+++,nic,2015,8.04,
+++,nld,2015,14.56,
+++,nor,2015,14.9,
+++,npl,2015,7.19,
+++,nzl,2015,14.43,
+++,omn,2015,9.67,
+++,pak,2015,7.55,
+++,pan,2015,11.44,
+++,per,2015,12.02,
+++,phl,2015,10.91,
+++,png,2015,8.28,
+++,pol,2015,14.05,
+++,prk,2015,12.52,
+++,prt,2015,10.52,
+++,pry,2015,9.26,
+++,pse,2015,11.45,
+++,qat,2015,8.84,
+++,rou,2015,13.57,
+++,rus,2015,13.91,
+++,rwa,2015,6.2,
+++,sau,2015,12.47,
+++,sdn,2015,7.56,
+++,sen,2015,4.9,
+++,sgp,2015,13.98,
+++,slb,2015,8.92,
+++,sle,2015,4.85,
+++,slv,2015,9.34,
+++,som,2015,3.92,
+++,srb,2015,12.52,
+++,ssd,2015,3.29,
+++,stp,2015,7.64,
+++,sur,2015,10.01,
+++,svk,2015,13.5,
+++,svn,2015,13.42,
+++,swe,2015,14.49,
+++,swz,2015,9.7,
+++,syc,2015,11.48,
+++,syr,2015,9.91,
+++,tcd,2015,4.79,
+++,tgo,2015,7.52,
+++,tha,2015,9.83,
+++,tjk,2015,12.5,
+++,tkm,2015,13.79,
+++,tls,2015,8.2,
+++,ton,2015,11.74,
+++,tto,2015,12.48,
+++,tun,2015,11.1,
+++,tur,2015,10.3,
+++,twn,2015,13.91,
+++,tza,2015,7.96,
+++,uga,2015,8.17,
+++,ukr,2015,14.07,
+++,ury,2015,10.98,
+++,usa,2015,14.6,
+++,uzb,2015,12.72,
+++,vct,2015,10.28,
+++,ven,2015,10.52,
+++,vnm,2015,9.69,
+++,vut,2015,9.37,
+++,wsm,2015,12.33,
+++,yem,2015,7.8,
+++,zaf,2015,11.01,
+++,zmb,2015,9.11,
+++,zwe,2015,11.08,
