new_births_total_number_estimated,geo,time
262500,bfa,1969
267000,bfa,1970
272000,bfa,1971
277400,bfa,1972
283400,bfa,1973
290000,bfa,1974
297100,bfa,1975
304600,bfa,1976
312500,bfa,1977
320400,bfa,1978
328500,bfa,1979
336400,bfa,1980
344300,bfa,1981
352000,bfa,1982
359600,bfa,1983
367200,bfa,1984
375000,bfa,1985
382900,bfa,1986
391100,bfa,1987
399800,bfa,1988
408900,bfa,1989
418700,bfa,1990
429000,bfa,1991
439800,bfa,1992
451100,bfa,1993
462800,bfa,1994
474800,bfa,1995
487100,bfa,1996
499700,bfa,1997
512500,bfa,1998
525400,bfa,1999
538400,bfa,2000
551400,bfa,2001
564500,bfa,2002
577700,bfa,2003
590800,bfa,2004
603600,bfa,2005
616100,bfa,2006
628000,bfa,2007
639500,bfa,2008
650600,bfa,2009
661400,bfa,2010
672100,bfa,2011
682900,bfa,2012
693900,bfa,2013
705400,bfa,2014
717200,bfa,2015
42140,bdi,1800
42140,bdi,1801
42140,bdi,1802
42140,bdi,1803
42140,bdi,1804
42140,bdi,1805
42140,bdi,1806
42140,bdi,1807
42140,bdi,1808
42140,bdi,1809
42140,bdi,1810
42150,bdi,1811
42180,bdi,1812
42230,bdi,1813
42300,bdi,1814
42370,bdi,1815
42470,bdi,1816
42580,bdi,1817
42710,bdi,1818
42850,bdi,1819
43020,bdi,1820
43190,bdi,1821
43390,bdi,1822
43600,bdi,1823
43830,bdi,1824
44080,bdi,1825
44340,bdi,1826
44620,bdi,1827
44920,bdi,1828
45240,bdi,1829
45580,bdi,1830
45930,bdi,1831
46280,bdi,1832
46640,bdi,1833
47010,bdi,1834
47370,bdi,1835
47740,bdi,1836
48110,bdi,1837
48480,bdi,1838
48860,bdi,1839
49240,bdi,1840
49620,bdi,1841
50000,bdi,1842
50390,bdi,1843
50780,bdi,1844
51180,bdi,1845
51580,bdi,1846
51980,bdi,1847
52380,bdi,1848
52790,bdi,1849
53200,bdi,1850
53560,bdi,1851
53920,bdi,1852
54290,bdi,1853
54660,bdi,1854
55030,bdi,1855
55400,bdi,1856
55780,bdi,1857
56160,bdi,1858
56540,bdi,1859
56920,bdi,1860
57310,bdi,1861
57700,bdi,1862
58170,bdi,1863
58560,bdi,1864
58960,bdi,1865
59360,bdi,1866
59760,bdi,1867
60170,bdi,1868
60570,bdi,1869
60980,bdi,1870
61400,bdi,1871
61810,bdi,1872
62220,bdi,1873
62640,bdi,1874
63070,bdi,1875
63490,bdi,1876
63910,bdi,1877
64340,bdi,1878
64780,bdi,1879
65220,bdi,1880
65650,bdi,1881
66090,bdi,1882
66540,bdi,1883
66980,bdi,1884
67440,bdi,1885
67890,bdi,1886
68340,bdi,1887
68800,bdi,1888
69270,bdi,1889
69740,bdi,1890
70210,bdi,1891
70680,bdi,1892
71160,bdi,1893
71640,bdi,1894
72130,bdi,1895
72610,bdi,1896
73100,bdi,1897
73600,bdi,1898
74090,bdi,1899
74590,bdi,1900
75100,bdi,1901
75600,bdi,1902
76110,bdi,1903
76620,bdi,1904
77140,bdi,1905
77660,bdi,1906
78170,bdi,1907
78700,bdi,1908
79230,bdi,1909
79760,bdi,1910
80300,bdi,1911
80840,bdi,1912
81380,bdi,1913
81930,bdi,1914
82480,bdi,1915
83040,bdi,1916
83590,bdi,1917
84270,bdi,1918
84930,bdi,1919
85580,bdi,1920
86250,bdi,1921
86920,bdi,1922
87590,bdi,1923
88270,bdi,1924
88960,bdi,1925
89650,bdi,1926
90340,bdi,1927
91040,bdi,1928
91750,bdi,1929
92950,bdi,1930
94160,bdi,1931
95360,bdi,1932
96560,bdi,1933
97760,bdi,1934
98960,bdi,1935
100200,bdi,1936
101400,bdi,1937
102600,bdi,1938
103800,bdi,1939
105000,bdi,1940
106200,bdi,1941
107400,bdi,1942
108600,bdi,1943
109800,bdi,1944
111000,bdi,1945
112200,bdi,1946
113400,bdi,1947
114600,bdi,1948
115800,bdi,1949
117000,bdi,1950
117600,bdi,1951
118800,bdi,1952
120100,bdi,1953
121700,bdi,1954
123400,bdi,1955
125300,bdi,1956
127300,bdi,1957
129500,bdi,1958
131900,bdi,1959
134400,bdi,1960
137100,bdi,1961
139900,bdi,1962
142800,bdi,1963
145700,bdi,1964
148600,bdi,1965
151400,bdi,1966
154100,bdi,1967
156600,bdi,1968
159200,bdi,1969
161800,bdi,1970
164600,bdi,1971
167800,bdi,1972
171500,bdi,1973
175700,bdi,1974
180400,bdi,1975
185700,bdi,1976
191400,bdi,1977
197400,bdi,1978
203700,bdi,1979
210300,bdi,1980
217400,bdi,1981
225000,bdi,1982
232900,bdi,1983
241000,bdi,1984
248900,bdi,1985
256400,bdi,1986
263300,bdi,1987
269200,bdi,1988
274200,bdi,1989
277900,bdi,1990
280300,bdi,1991
281600,bdi,1992
282100,bdi,1993
282200,bdi,1994
282100,bdi,1995
282200,bdi,1996
282900,bdi,1997
284500,bdi,1998
287500,bdi,1999
292300,bdi,2000
299200,bdi,2001
308100,bdi,2002
319000,bdi,2003
331500,bdi,2004
345400,bdi,2005
360400,bdi,2006
376000,bdi,2007
391600,bdi,2008
407000,bdi,2009
421800,bdi,2010
436100,bdi,2011
449900,bdi,2012
463300,bdi,2013
476000,bdi,2014
487700,bdi,2015
99940,khm,1800
99940,khm,1801
99940,khm,1802
99940,khm,1803
99940,khm,1804
99940,khm,1805
99940,khm,1806
99940,khm,1807
99940,khm,1808
99940,khm,1809
99940,khm,1810
99950,khm,1811
99970,khm,1812
100000,khm,1813
100000,khm,1814
100100,khm,1815
100200,khm,1816
100200,khm,1817
100300,khm,1818
100400,khm,1819
100500,khm,1820
100700,khm,1821
100800,khm,1822
100900,khm,1823
101100,khm,1824
101200,khm,1825
101400,khm,1826
101600,khm,1827
101800,khm,1828
102000,khm,1829
102200,khm,1830
102500,khm,1831
102700,khm,1832
102900,khm,1833
103200,khm,1834
103400,khm,1835
103600,khm,1836
103900,khm,1837
104100,khm,1838
104300,khm,1839
104600,khm,1840
104800,khm,1841
105000,khm,1842
105300,khm,1843
105500,khm,1844
105800,khm,1845
106000,khm,1846
106200,khm,1847
106500,khm,1848
106700,khm,1849
107000,khm,1850
107200,khm,1851
107500,khm,1852
107800,khm,1853
108000,khm,1854
108300,khm,1855
108600,khm,1856
108800,khm,1857
109100,khm,1858
109400,khm,1859
109600,khm,1860
109900,khm,1861
110300,khm,1862
110600,khm,1863
111000,khm,1864
111300,khm,1865
111700,khm,1866
112200,khm,1867
112600,khm,1868
113100,khm,1869
113600,khm,1870
114200,khm,1871
114700,khm,1872
115200,khm,1873
115800,khm,1874
116400,khm,1875
117100,khm,1876
117700,khm,1877
118500,khm,1878
119200,khm,1879
120000,khm,1880
120800,khm,1881
121600,khm,1882
122400,khm,1883
123200,khm,1884
124000,khm,1885
124800,khm,1886
125600,khm,1887
126400,khm,1888
127300,khm,1889
128100,khm,1890
128900,khm,1891
129800,khm,1892
130600,khm,1893
131500,khm,1894
132300,khm,1895
133200,khm,1896
134100,khm,1897
135000,khm,1898
135800,khm,1899
136700,khm,1900
137600,khm,1901
138500,khm,1902
139400,khm,1903
140300,khm,1904
141300,khm,1905
142200,khm,1906
143100,khm,1907
144000,khm,1908
145000,khm,1909
145900,khm,1910
146900,khm,1911
147800,khm,1912
149000,khm,1913
150300,khm,1914
151700,khm,1915
153200,khm,1916
154600,khm,1917
156100,khm,1918
157600,khm,1919
159100,khm,1920
160600,khm,1921
162100,khm,1922
163600,khm,1923
165100,khm,1924
166700,khm,1925
168300,khm,1926
169900,khm,1927
171500,khm,1928
173100,khm,1929
175500,khm,1930
178000,khm,1931
180400,khm,1932
182900,khm,1933
185300,khm,1934
187700,khm,1935
190200,khm,1936
192600,khm,1937
195100,khm,1938
197500,khm,1939
199900,khm,1940
202400,khm,1941
204800,khm,1942
207300,khm,1943
209700,khm,1944
212100,khm,1945
214600,khm,1946
217000,khm,1947
219500,khm,1948
221900,khm,1949
224400,khm,1950
226200,khm,1951
230000,khm,1952
234100,khm,1953
238400,khm,1954
242900,khm,1955
247600,khm,1956
252500,khm,1957
257500,khm,1958
262600,khm,1959
267700,khm,1960
272700,khm,1961
277600,khm,1962
282100,khm,1963
286300,khm,1964
290100,khm,1965
293600,khm,1966
296900,khm,1967
300000,khm,1968
302600,khm,1969
304300,khm,1970
304500,khm,1971
302900,khm,1972
300000,khm,1973
296300,khm,1974
293300,khm,1975
292600,khm,1976
295300,khm,1977
301800,khm,1978
312100,khm,1979
325300,khm,1980
339900,khm,1981
354200,khm,1982
366600,khm,1983
376400,khm,1984
383000,khm,1985
386600,khm,1986
388000,khm,1987
387900,khm,1988
386500,khm,1989
384300,khm,1990
381100,khm,1991
377300,khm,1992
372900,khm,1993
368200,khm,1994
363400,khm,1995
358500,khm,1996
353500,khm,1997
348700,khm,1998
344400,khm,1999
341100,khm,2000
339400,khm,2001
339400,khm,2002
341200,khm,2003
344600,khm,2004
349000,khm,2005
353900,khm,2006
358500,khm,2007
362400,khm,2008
365200,khm,2009
367000,khm,2010
368000,khm,2011
368700,khm,2012
369400,khm,2013
370100,khm,2014
370600,khm,2015
72300,cmr,1800
72300,cmr,1801
72300,cmr,1802
72300,cmr,1803
72300,cmr,1804
72300,cmr,1805
72300,cmr,1806
72300,cmr,1807
72300,cmr,1808
72300,cmr,1809
72300,cmr,1810
72320,cmr,1811
72340,cmr,1812
72370,cmr,1813
72410,cmr,1814
72460,cmr,1815
72520,cmr,1816
72590,cmr,1817
72680,cmr,1818
72770,cmr,1819
72870,cmr,1820
72990,cmr,1821
73110,cmr,1822
73250,cmr,1823
73390,cmr,1824
73550,cmr,1825
73720,cmr,1826
73900,cmr,1827
74080,cmr,1828
74280,cmr,1829
74500,cmr,1830
74720,cmr,1831
74940,cmr,1832
75160,cmr,1833
75380,cmr,1834
75610,cmr,1835
75830,cmr,1836
76060,cmr,1837
76280,cmr,1838
76510,cmr,1839
76740,cmr,1840
76970,cmr,1841
77200,cmr,1842
77420,cmr,1843
77660,cmr,1844
77890,cmr,1845
78120,cmr,1846
78350,cmr,1847
78580,cmr,1848
78820,cmr,1849
79050,cmr,1850
79290,cmr,1851
79520,cmr,1852
79760,cmr,1853
80000,cmr,1854
80240,cmr,1855
80480,cmr,1856
80720,cmr,1857
80960,cmr,1858
81200,cmr,1859
81450,cmr,1860
81690,cmr,1861
81940,cmr,1862
82180,cmr,1863
82430,cmr,1864
82670,cmr,1865
82920,cmr,1866
83170,cmr,1867
83420,cmr,1868
83670,cmr,1869
83920,cmr,1870
84170,cmr,1871
84420,cmr,1872
84670,cmr,1873
84920,cmr,1874
85180,cmr,1875
85430,cmr,1876
85690,cmr,1877
85940,cmr,1878
86200,cmr,1879
86460,cmr,1880
86720,cmr,1881
86980,cmr,1882
87240,cmr,1883
87490,cmr,1884
87760,cmr,1885
88020,cmr,1886
88280,cmr,1887
88540,cmr,1888
88810,cmr,1889
89080,cmr,1890
89340,cmr,1891
89610,cmr,1892
89880,cmr,1893
90150,cmr,1894
90420,cmr,1895
90690,cmr,1896
90960,cmr,1897
91230,cmr,1898
91500,cmr,1899
91780,cmr,1900
92050,cmr,1901
92330,cmr,1902
92600,cmr,1903
92880,cmr,1904
93160,cmr,1905
93440,cmr,1906
93710,cmr,1907
93990,cmr,1908
94280,cmr,1909
94560,cmr,1910
94840,cmr,1911
95120,cmr,1912
95410,cmr,1913
95690,cmr,1914
95980,cmr,1915
96270,cmr,1916
96560,cmr,1917
96840,cmr,1918
97130,cmr,1919
97420,cmr,1920
97710,cmr,1921
98000,cmr,1922
98290,cmr,1923
98580,cmr,1924
98870,cmr,1925
100200,cmr,1926
102700,cmr,1927
106200,cmr,1928
109900,cmr,1929
113900,cmr,1930
117800,cmr,1931
121700,cmr,1932
125600,cmr,1933
129600,cmr,1934
133500,cmr,1935
137400,cmr,1936
141300,cmr,1937
145300,cmr,1938
149200,cmr,1939
153100,cmr,1940
157000,cmr,1941
161000,cmr,1942
164900,cmr,1943
168800,cmr,1944
172700,cmr,1945
176700,cmr,1946
180600,cmr,1947
184500,cmr,1948
188400,cmr,1949
192400,cmr,1950
193100,cmr,1951
195000,cmr,1952
197400,cmr,1953
200400,cmr,1954
204000,cmr,1955
208200,cmr,1956
212900,cmr,1957
218200,cmr,1958
224000,cmr,1959
230200,cmr,1960
236800,cmr,1961
243800,cmr,1962
251000,cmr,1963
258300,cmr,1964
265900,cmr,1965
273500,cmr,1966
281300,cmr,1967
289200,cmr,1968
297300,cmr,1969
305600,cmr,1970
314100,cmr,1971
322700,cmr,1972
331600,cmr,1973
340900,cmr,1974
350700,cmr,1975
361300,cmr,1976
372800,cmr,1977
385100,cmr,1978
398100,cmr,1979
411800,cmr,1980
425800,cmr,1981
440000,cmr,1982
454000,cmr,1983
467700,cmr,1984
480900,cmr,1985
493600,cmr,1986
505800,cmr,1987
517500,cmr,1988
528800,cmr,1989
539800,cmr,1990
550300,cmr,1991
560600,cmr,1992
570800,cmr,1993
581200,cmr,1994
591900,cmr,1995
603400,cmr,1996
615600,cmr,1997
628800,cmr,1998
642900,cmr,1999
657600,cmr,2000
672900,cmr,2001
688400,cmr,2002
703800,cmr,2003
718800,cmr,2004
733300,cmr,2005
747200,cmr,2006
760500,cmr,2007
773300,cmr,2008
785500,cmr,2009
797000,cmr,2010
807900,cmr,2011
818300,cmr,2012
828200,cmr,2013
837600,cmr,2014
846800,cmr,2015
25830,can,1800
26140,can,1801
26440,can,1802
26750,can,1803
27070,can,1804
27390,can,1805
27710,can,1806
28040,can,1807
28370,can,1808
28700,can,1809
29120,can,1810
29500,can,1811
29920,can,1812
30400,can,1813
30920,can,1814
31490,can,1815
32110,can,1816
32790,can,1817
33530,can,1818
34330,can,1819
35190,can,1820
36120,can,1821
37120,can,1822
38200,can,1823
39350,can,1824
40580,can,1825
41900,can,1826
43310,can,1827
44810,can,1828
46410,can,1829
48100,can,1830
49910,can,1831
51790,can,1832
53740,can,1833
55780,can,1834
57890,can,1835
60100,can,1836
62390,can,1837
64780,can,1838
67260,can,1839
69850,can,1840
72500,can,1841
75220,can,1842
78010,can,1843
80870,can,1844
83800,can,1845
86800,can,1846
89870,can,1847
93020,can,1848
96240,can,1849
99550,can,1850
102800,can,1851
106000,can,1852
109200,can,1853
112300,can,1854
115300,can,1855
118200,can,1856
121100,can,1857
123900,can,1858
126700,can,1859
129300,can,1860
131800,can,1861
132400,can,1862
132900,can,1863
133000,can,1864
133300,can,1865
133500,can,1866
133500,can,1867
133200,can,1868
133000,can,1869
132600,can,1870
138500,can,1871
139600,can,1872
140600,can,1873
141800,can,1874
143000,can,1875
144200,can,1876
145400,can,1877
146600,can,1878
147800,can,1879
149000,can,1880
150300,can,1881
151300,can,1882
152300,can,1883
153300,can,1884
154200,can,1885
155000,can,1886
155700,can,1887
156400,can,1888
157000,can,1889
157600,can,1890
158200,can,1891
158700,can,1892
159300,can,1893
159800,can,1894
160400,can,1895
161000,can,1896
161800,can,1897
162900,can,1898
164300,can,1899
166000,can,1900
167800,can,1901
170600,can,1902
174900,can,1903
179700,can,1904
184900,can,1905
190500,can,1906
196100,can,1907
202300,can,1908
209100,can,1909
215300,can,1910
221400,can,1911
227500,can,1912
233700,can,1913
239000,can,1914
242000,can,1915
243200,can,1916
244400,can,1917
247100,can,1918
251600,can,1919
257400,can,1920
262700,can,1921
255300,can,1922
246700,can,1923
244000,can,1924
241600,can,1925
239400,can,1926
240000,can,1927
240800,can,1928
241300,can,1929
247500,can,1930
253800,can,1931
260000,can,1932
266300,can,1933
272500,can,1934
278700,can,1935
285000,can,1936
291200,can,1937
297500,can,1938
303700,can,1939
309900,can,1940
316200,can,1941
322400,can,1942
328700,can,1943
334900,can,1944
341100,can,1945
347400,can,1946
353600,can,1947
359900,can,1948
366100,can,1949
372300,can,1950
380600,can,1951
396700,can,1952
411500,can,1953
425200,can,1954
437700,can,1955
448800,can,1956
458400,can,1957
466100,can,1958
471200,can,1959
473200,can,1960
471500,can,1961
465500,can,1962
455300,can,1963
441700,can,1964
425700,can,1965
408600,can,1966
392200,can,1967
377500,can,1968
365600,can,1969
356900,can,1970
351500,can,1971
348700,can,1972
347600,can,1973
348000,can,1974
349500,can,1975
351700,can,1976
354300,can,1977
357100,can,1978
359700,can,1979
362000,can,1980
364100,can,1981
365900,can,1982
367800,can,1983
369600,can,1984
371700,can,1985
374300,can,1986
377500,can,1987
381000,can,1988
384500,can,1989
387300,can,1990
388400,can,1991
387300,can,1992
383900,can,1993
378100,can,1994
370600,can,1995
361800,can,1996
352800,can,1997
344700,can,1998
338100,can,1999
333700,can,2000
332100,can,2001
333100,can,2002
336400,can,2003
341700,can,2004
348300,can,2005
355600,can,2006
362800,can,2007
369300,can,2008
374600,can,2009
378600,can,2010
381400,can,2011
383300,can,2012
384700,can,2013
385900,can,2014
386700,can,2015
2480,cpv,1800
2480,cpv,1801
2480,cpv,1802
2480,cpv,1803
2484,cpv,1804
2484,cpv,1805
2484,cpv,1806
2484,cpv,1807
2484,cpv,1808
2484,cpv,1809
2488,cpv,1810
2489,cpv,1811
2491,cpv,1812
2494,cpv,1813
2498,cpv,1814
2504,cpv,1815
2510,cpv,1816
2521,cpv,1817
2530,cpv,1818
2540,cpv,1819
2551,cpv,1820
2563,cpv,1821
2577,cpv,1822
2592,cpv,1823
2611,cpv,1824
2628,cpv,1825
2646,cpv,1826
2666,cpv,1827
2687,cpv,1828
2709,cpv,1829
2736,cpv,1830
2760,cpv,1831
2785,cpv,1832
2810,cpv,1833
2835,cpv,1834
2861,cpv,1835
2886,cpv,1836
2916,cpv,1837
2943,cpv,1838
2969,cpv,1839
2996,cpv,1840
3023,cpv,1841
3050,cpv,1842
3081,cpv,1843
3109,cpv,1844
3137,cpv,1845
3165,cpv,1846
3194,cpv,1847
3222,cpv,1848
3251,cpv,1849
3285,cpv,1850
3314,cpv,1851
3344,cpv,1852
3374,cpv,1853
3404,cpv,1854
3434,cpv,1855
3469,cpv,1856
3500,cpv,1857
3532,cpv,1858
3563,cpv,1859
3595,cpv,1860
3627,cpv,1861
3659,cpv,1862
3697,cpv,1863
3730,cpv,1864
3763,cpv,1865
3797,cpv,1866
3831,cpv,1867
3865,cpv,1868
3899,cpv,1869
3939,cpv,1870
3975,cpv,1871
4010,cpv,1872
4045,cpv,1873
4081,cpv,1874
4117,cpv,1875
4160,cpv,1876
4196,cpv,1877
4233,cpv,1878
4271,cpv,1879
4309,cpv,1880
4346,cpv,1881
4385,cpv,1882
4430,cpv,1883
4469,cpv,1884
4509,cpv,1885
4549,cpv,1886
4589,cpv,1887
4630,cpv,1888
4677,cpv,1889
4719,cpv,1890
4761,cpv,1891
4804,cpv,1892
4846,cpv,1893
4890,cpv,1894
4933,cpv,1895
4984,cpv,1896
5029,cpv,1897
5073,cpv,1898
5119,cpv,1899
5164,cpv,1900
5210,cpv,1901
5263,cpv,1902
5310,cpv,1903
5357,cpv,1904
5405,cpv,1905
5453,cpv,1906
5501,cpv,1907
5550,cpv,1908
5607,cpv,1909
5657,cpv,1910
5707,cpv,1911
5758,cpv,1912
5810,cpv,1913
5861,cpv,1914
5914,cpv,1915
5975,cpv,1916
6028,cpv,1917
6082,cpv,1918
6137,cpv,1919
6192,cpv,1920
6247,cpv,1921
6312,cpv,1922
6369,cpv,1923
6426,cpv,1924
6484,cpv,1925
6542,cpv,1926
6591,cpv,1927
6651,cpv,1928
6701,cpv,1929
6806,cpv,1930
6910,cpv,1931
7015,cpv,1932
7119,cpv,1933
7224,cpv,1934
7329,cpv,1935
7433,cpv,1936
7538,cpv,1937
7643,cpv,1938
7747,cpv,1939
7852,cpv,1940
7956,cpv,1941
8061,cpv,1942
8166,cpv,1943
8270,cpv,1944
8375,cpv,1945
8480,cpv,1946
8584,cpv,1947
8689,cpv,1948
8793,cpv,1949
8898,cpv,1950
8959,cpv,1951
9079,cpv,1952
9195,cpv,1953
9307,cpv,1954
9416,cpv,1955
9521,cpv,1956
9624,cpv,1957
9726,cpv,1958
9829,cpv,1959
9934,cpv,1960
10040,cpv,1961
10160,cpv,1962
10280,cpv,1963
10410,cpv,1964
10530,cpv,1965
10650,cpv,1966
10750,cpv,1967
10830,cpv,1968
10900,cpv,1969
10950,cpv,1970
10980,cpv,1971
11000,cpv,1972
11020,cpv,1973
11050,cpv,1974
11100,cpv,1975
11180,cpv,1976
11310,cpv,1977
11470,cpv,1978
11670,cpv,1979
11910,cpv,1980
12190,cpv,1981
12490,cpv,1982
12790,cpv,1983
13080,cpv,1984
13340,cpv,1985
13550,cpv,1986
13710,cpv,1987
13810,cpv,1988
13860,cpv,1989
13840,cpv,1990
13790,cpv,1991
13700,cpv,1992
13600,cpv,1993
13490,cpv,1994
13370,cpv,1995
13220,cpv,1996
13040,cpv,1997
12820,cpv,1998
12580,cpv,1999
12320,cpv,2000
12050,cpv,2001
11800,cpv,2002
11570,cpv,2003
11370,cpv,2004
11220,cpv,2005
11110,cpv,2006
11040,cpv,2007
10990,cpv,2008
10970,cpv,2009
10970,cpv,2010
10980,cpv,2011
11000,cpv,2012
11010,cpv,2013
11010,cpv,2014
10990,cpv,2015
21590,caf,1800
21590,caf,1801
21590,caf,1802
21590,caf,1803
21590,caf,1804
21590,caf,1805
21590,caf,1806
21590,caf,1807
21590,caf,1808
21590,caf,1809
21590,caf,1810
21590,caf,1811
21600,caf,1812
21620,caf,1813
21640,caf,1814
21660,caf,1815
21690,caf,1816
21730,caf,1817
21770,caf,1818
21810,caf,1819
21860,caf,1820
21920,caf,1821
21980,caf,1822
22040,caf,1823
22120,caf,1824
22190,caf,1825
22270,caf,1826
22360,caf,1827
22450,caf,1828
22550,caf,1829
22650,caf,1830
22760,caf,1831
22870,caf,1832
22980,caf,1833
23090,caf,1834
23200,caf,1835
23310,caf,1836
23420,caf,1837
23530,caf,1838
23650,caf,1839
23760,caf,1840
23870,caf,1841
23990,caf,1842
24100,caf,1843
24220,caf,1844
24330,caf,1845
24450,caf,1846
24570,caf,1847
24680,caf,1848
24800,caf,1849
24920,caf,1850
25040,caf,1851
25170,caf,1852
25290,caf,1853
25410,caf,1854
25540,caf,1855
25660,caf,1856
25790,caf,1857
25920,caf,1858
26040,caf,1859
26170,caf,1860
26300,caf,1861
26430,caf,1862
26560,caf,1863
26690,caf,1864
26820,caf,1865
26950,caf,1866
27080,caf,1867
27210,caf,1868
27350,caf,1869
27480,caf,1870
27620,caf,1871
27750,caf,1872
27880,caf,1873
28020,caf,1874
28160,caf,1875
28300,caf,1876
28430,caf,1877
28570,caf,1878
28710,caf,1879
28850,caf,1880
28990,caf,1881
29130,caf,1882
29280,caf,1883
29420,caf,1884
29560,caf,1885
29710,caf,1886
29850,caf,1887
30000,caf,1888
30140,caf,1889
30290,caf,1890
30440,caf,1891
30590,caf,1892
30740,caf,1893
30890,caf,1894
31040,caf,1895
31190,caf,1896
31350,caf,1897
31500,caf,1898
31650,caf,1899
31810,caf,1900
31960,caf,1901
32120,caf,1902
32280,caf,1903
32440,caf,1904
32590,caf,1905
32750,caf,1906
32910,caf,1907
33070,caf,1908
33240,caf,1909
33400,caf,1910
33560,caf,1911
33730,caf,1912
33890,caf,1913
34060,caf,1914
34220,caf,1915
34390,caf,1916
34560,caf,1917
34720,caf,1918
34890,caf,1919
35060,caf,1920
35220,caf,1921
35390,caf,1922
35560,caf,1923
35730,caf,1924
35900,caf,1925
35820,caf,1926
35790,caf,1927
35750,caf,1928
35670,caf,1929
36570,caf,1930
37460,caf,1931
38360,caf,1932
39260,caf,1933
40160,caf,1934
41060,caf,1935
41950,caf,1936
42850,caf,1937
43750,caf,1938
44650,caf,1939
45550,caf,1940
46440,caf,1941
47340,caf,1942
48240,caf,1943
49140,caf,1944
50040,caf,1945
50940,caf,1946
51830,caf,1947
52730,caf,1948
53630,caf,1949
54530,caf,1950
55110,caf,1951
56290,caf,1952
57470,caf,1953
58660,caf,1954
59850,caf,1955
61040,caf,1956
62250,caf,1957
63460,caf,1958
64680,caf,1959
65920,caf,1960
67160,caf,1961
68430,caf,1962
69710,caf,1963
71000,caf,1964
72300,caf,1965
73600,caf,1966
74890,caf,1967
76170,caf,1968
77460,caf,1969
78750,caf,1970
80060,caf,1971
81390,caf,1972
82780,caf,1973
84250,caf,1974
85870,caf,1975
87670,caf,1976
89680,caf,1977
91900,caf,1978
94310,caf,1979
96890,caf,1980
99600,caf,1981
102400,caf,1982
105200,caf,1983
107900,caf,1984
110500,caf,1985
112900,caf,1986
115200,caf,1987
117300,caf,1988
119300,caf,1989
121200,caf,1990
123300,caf,1991
125600,caf,1992
128100,caf,1993
130800,caf,1994
133700,caf,1995
136600,caf,1996
139300,caf,1997
141900,caf,1998
144200,caf,1999
146100,caf,2000
147500,caf,2001
148600,caf,2002
149300,caf,2003
149800,caf,2004
150300,caf,2005
150800,caf,2006
151500,caf,2007
152500,caf,2008
153800,caf,2009
155400,caf,2010
157200,caf,2011
159000,caf,2012
160800,caf,2013
162600,caf,2014
164100,caf,2015
60390,tcd,1800
60390,tcd,1801
60390,tcd,1802
60390,tcd,1803
60390,tcd,1804
60390,tcd,1805
60390,tcd,1806
60390,tcd,1807
60390,tcd,1808
60390,tcd,1809
60390,tcd,1810
60390,tcd,1811
60390,tcd,1812
60390,tcd,1813
60390,tcd,1814
60390,tcd,1815
60390,tcd,1816
60390,tcd,1817
60390,tcd,1818
60390,tcd,1819
60390,tcd,1820
60390,tcd,1821
60390,tcd,1822
60390,tcd,1823
60390,tcd,1824
60390,tcd,1825
60390,tcd,1826
60390,tcd,1827
60390,tcd,1828
60390,tcd,1829
60390,tcd,1830
60390,tcd,1831
60390,tcd,1832
60390,tcd,1833
60390,tcd,1834
60390,tcd,1835
60390,tcd,1836
60390,tcd,1837
60390,tcd,1838
60390,tcd,1839
60390,tcd,1840
60390,tcd,1841
60390,tcd,1842
60390,tcd,1843
60390,tcd,1844
60390,tcd,1845
60390,tcd,1846
60390,tcd,1847
60390,tcd,1848
60390,tcd,1849
60390,tcd,1850
60420,tcd,1851
60460,tcd,1852
60490,tcd,1853
60520,tcd,1854
60560,tcd,1855
60590,tcd,1856
60620,tcd,1857
60660,tcd,1858
60690,tcd,1859
60720,tcd,1860
60760,tcd,1861
60790,tcd,1862
60820,tcd,1863
60860,tcd,1864
60890,tcd,1865
60920,tcd,1866
60950,tcd,1867
60990,tcd,1868
61020,tcd,1869
61050,tcd,1870
61090,tcd,1871
61120,tcd,1872
61150,tcd,1873
61190,tcd,1874
61220,tcd,1875
61250,tcd,1876
61290,tcd,1877
61320,tcd,1878
61350,tcd,1879
61390,tcd,1880
61420,tcd,1881
61450,tcd,1882
61480,tcd,1883
61520,tcd,1884
61550,tcd,1885
61580,tcd,1886
61620,tcd,1887
61650,tcd,1888
61680,tcd,1889
61720,tcd,1890
61750,tcd,1891
61780,tcd,1892
61820,tcd,1893
61850,tcd,1894
61880,tcd,1895
61920,tcd,1896
61950,tcd,1897
61980,tcd,1898
62020,tcd,1899
62050,tcd,1900
62080,tcd,1901
62120,tcd,1902
62150,tcd,1903
62180,tcd,1904
62220,tcd,1905
62250,tcd,1906
62280,tcd,1907
62320,tcd,1908
62350,tcd,1909
62380,tcd,1910
62420,tcd,1911
62450,tcd,1912
62480,tcd,1913
62510,tcd,1914
62550,tcd,1915
62580,tcd,1916
62610,tcd,1917
62600,tcd,1918
62600,tcd,1919
62600,tcd,1920
62600,tcd,1921
62600,tcd,1922
62600,tcd,1923
62600,tcd,1924
62600,tcd,1925
62600,tcd,1926
