geo,year,child_mortality_rate_per1000
per,1886,371.61
per,1887,371.61
per,1888,371.61
per,1889,371.61
per,1890,371.61
per,1891,371.61
per,1892,371.61
per,1893,371.61
per,1894,371.6
per,1895,371.57
per,1896,371.51
per,1897,371.41
per,1898,371.27
per,1899,371.07
per,1900,370.8
per,1901,370.48
per,1902,370.11
per,1903,369.67
per,1904,369.18
per,1905,368.62
per,1906,368.01
per,1907,367.34
per,1908,366.62
per,1909,365.84
per,1910,365.03
per,1911,364.19
per,1912,363.32
per,1913,362.3707984
per,1914,361.421977
per,1915,360.4735359
per,1916,359.5254749
per,1917,358.5678051
per,1918,357.6205068
per,1919,356.6735887
per,1920,355.7270508
per,1921,354.7808932
per,1922,353.8251376
per,1923,352.8797426
per,1924,351.9347277
per,1925,350.9900932
per,1926,350.0458388
per,1927,349.0919974
per,1928,348.1485057
per,1929,347.2053941
per,1930,346.2626628
per,1931,345.3203118
per,1932,344.3683846
per,1933,343.4267961
per,1934,342.4855879
per,1935,341.5447599
per,1936,340.6043121
per,1937,339.6542991
per,1938,338.714614
per,1939,337.775309
per,1940,336.8363843
per,1941,328.4056208
per,1942,319.0645638
per,1943,317.7542214
per,1944,316.4492451
per,1945,315.1496129
per,1946,313.8553029
per,1947,312.5662935
per,1948,311.282563
per,1949,310.0040899
per,1950,308.7308525
per,1951,307.4628297
per,1952,306.2
per,1953,293
per,1954,280.3
per,1955,268.5
per,1956,258.4
per,1957,249
per,1958,241.1
per,1959,234
per,1960,227.4
per,1961,220.7
per,1962,213.8
per,1963,206.6
per,1964,199.4
per,1965,192.3
per,1966,185.6
per,1967,179.5
per,1968,173.9
per,1969,168.8
per,1970,163.8
per,1971,159
per,1972,154.2
per,1973,149.5
per,1974,144.9
per,1975,140.5
per,1976,136.7
per,1977,133.3
per,1978,130.4
per,1979,127.7
per,1980,124.9
per,1981,121.8
per,1982,118.3
per,1983,114.1
per,1984,109.3
per,1985,104.2
per,1986,98.8
per,1987,93.5
per,1988,88.6
per,1989,84
per,1990,79.7
per,1991,75.4
per,1992,71
per,1993,66.5
per,1994,62
per,1995,57.5
per,1996,53.2
per,1997,49.1
per,1998,45.3
per,1999,41.8
per,2000,38.6
per,2001,35.8
per,2002,33.3
per,2003,31.1
per,2004,29.1
per,2005,27.4
per,2006,25.9
per,2007,24.5
per,2008,23.2
per,2009,22.1
per,2010,21
per,2011,20
per,2012,19.1
per,2013,18.3
per,2014,17.5
per,2015,16.9
per,2016,25.58894757
per,2017,24.52004335
per,2018,23.46523705
per,2019,22.44435649
per,2020,21.47909232
per,2021,20.58505597
per,2022,19.76490002
per,2023,19.01434408
per,2024,18.33406357
per,2025,17.71488022
per,2026,17.1457041
per,2027,16.60864038
per,2028,16.08982466
per,2029,15.58134991
per,2030,15.08122068
per,2031,14.59038061
per,2032,14.11658588
per,2033,13.6646262
per,2034,13.23343452
per,2035,12.82098038
per,2036,12.42427747
per,2037,12.03939133
per,2038,11.66530672
per,2039,11.3010145
per,2040,10.94935923
per,2041,10.63000693
per,2042,10.32700701
per,2043,10.04324517
per,2044,9.776797616
per,2045,9.527664343
per,2046,9.291997734
per,2047,9.06595017
per,2048,8.848559747
per,2049,8.637902655
per,2050,8.433978896
per,2051,8.240636086
per,2052,8.057874225
per,2053,7.888579029
per,2054,7.729864782
per,2055,7.579807675
per,2056,7.436483901
per,2057,7.29604584
per,2058,7.156569683
per,2059,7.016131622
per,2060,6.875693561
per,2061,6.734293596
per,2062,6.594817439
per,2063,6.458226996
per,2064,6.326446076
per,2065,6.198512774
per,2066,6.076350899
per,2067,5.958036642
per,2068,5.843570003
per,2069,5.732950983
per,2070,5.627141485
per,2071,5.5242177
per,2072,5.425141534
per,2073,5.327989177
per,2074,5.233722533
per,2075,5.139455889
per,2076,5.04615115
per,2077,4.952846411
per,2078,4.859541672
per,2079,4.765275028
per,2080,4.672932194
per,2081,4.580589359
per,2082,4.491132238
per,2083,4.403598926
per,2084,4.318951328
per,2085,4.237189443
per,2086,4.159275176
per,2087,4.083284718
per,2088,4.00921807
per,2089,3.93707523
per,2090,3.865894295
per,2091,3.797599074
per,2092,3.731227661
per,2093,3.665818154
per,2094,3.602332455
per,2095,3.54173247
per,2096,3.482094389
per,2097,3.424380117
per,2098,3.368589655
per,2099,3.314723001
phl,1800,431.79
phl,1801,431.79
phl,1802,431.79
phl,1803,431.79
phl,1804,431.79
phl,1805,431.79
phl,1806,431.79
phl,1807,431.79
phl,1808,431.79
phl,1809,431.79
phl,1810,431.79
phl,1811,431.79
phl,1812,431.79
phl,1813,431.79
phl,1814,431.79
phl,1815,431.79
phl,1816,431.79
phl,1817,431.79
phl,1818,431.79
phl,1819,431.79
phl,1820,431.79
phl,1821,431.79
phl,1822,431.79
phl,1823,431.79
phl,1824,431.79
phl,1825,431.79
phl,1826,431.79
phl,1827,431.79
phl,1828,431.79
phl,1829,431.79
phl,1830,431.79
phl,1831,431.79
phl,1832,431.79
phl,1833,431.79
phl,1834,431.79
phl,1835,431.79
phl,1836,431.79
phl,1837,431.79
phl,1838,431.79
phl,1839,431.79
phl,1840,431.79
phl,1841,431.79
phl,1842,431.79
phl,1843,431.79
phl,1844,431.79
phl,1845,431.79
phl,1846,431.79
phl,1847,431.79
phl,1848,431.79
phl,1849,431.79
phl,1850,431.79
phl,1851,431.79
phl,1852,431.79
phl,1853,431.79
phl,1854,431.79
phl,1855,431.79
phl,1856,431.79
phl,1857,431.79
phl,1858,431.79
phl,1859,431.79
phl,1860,431.79
phl,1861,431.79
phl,1862,431.79
phl,1863,431.79
phl,1864,431.79
phl,1865,431.79
phl,1866,431.79
phl,1867,431.79
phl,1868,431.79
phl,1869,431.79
phl,1870,431.79
phl,1871,431.79
phl,1872,431.79
phl,1873,431.79
phl,1874,431.79
phl,1875,431.79
phl,1876,431.79
phl,1877,431.79
phl,1878,431.79
phl,1879,431.79
phl,1880,431.79
phl,1881,431.79
phl,1882,431.79
phl,1883,431.79
phl,1884,431.79
phl,1885,431.79
phl,1886,431.79
phl,1887,431.79
phl,1888,431.79
phl,1889,431.79
phl,1890,431.79
phl,1891,431.79
phl,1892,431.79
phl,1893,431.79
phl,1894,431.78
phl,1895,431.75
phl,1896,431.68
phl,1897,431.57
phl,1898,431.4
phl,1899,431.16
phl,1900,430.86
phl,1901,430.49
phl,1902,756.29
phl,1903,429.54
phl,1904,428.97
phl,1905,428.33
phl,1906,427.62
phl,1907,426.84
phl,1908,426
phl,1909,425.09
phl,1910,424.15
phl,1911,423.17
phl,1912,422.17
phl,1913,421.15
phl,1914,419.8300134
phl,1915,418.5115172
phl,1916,417.1845335
phl,1917,415.8690254
phl,1918,486.159873
phl,1919,413.2325247
phl,1920,411.9214952
phl,1921,410.6119561
phl,1922,409.3039073
phl,1923,407.9874228
phl,1924,406.6823622
phl,1925,405.378792
phl,1926,404.0668082
phl,1927,402.7662262
phl,1928,401.4671345
phl,1929,400.1596513
phl,1930,398.8635479
phl,1931,384.3468964
phl,1932,369.1021628
phl,1933,355.4167948
phl,1934,340.9934406
phl,1935,328.0276074
phl,1936,315.4052394
phl,1937,302.0647303
phl,1938,290.0886359
phl,1939,277.4534413
phl,1940,264.2194786
phl,1941,252.7824566
phl,1942,241.8403611
phl,1943,231.3717803
phl,1944,221.3562286
phl,1945,211.7741063
phl,1946,202.6066615
phl,1947,193.8359535
phl,1948,185.4448174
phl,1949,177.4168308
phl,1950,169.7362817
phl,1951,159.5963143
phl,1952,150.1514036
phl,1953,141.4
phl,1954,135.4
phl,1955,129.7
phl,1956,124.4
phl,1957,119.3
phl,1958,114.5
phl,1959,110
phl,1960,106
phl,1961,102.4
phl,1962,99.5
phl,1963,96.8
phl,1964,94.6
phl,1965,92.4
phl,1966,90.4
phl,1967,88.5
phl,1968,86.7
phl,1969,85.2
phl,1970,84
phl,1971,83.1
phl,1972,82.6
phl,1973,82.3
phl,1974,82.1
phl,1975,82.1
phl,1976,82
phl,1977,81.8
phl,1978,81.5
phl,1979,80.9
phl,1980,80.1
phl,1981,79.3
phl,1982,78.4
phl,1983,77.3
phl,1984,75.9
phl,1985,74
phl,1986,71.6
phl,1987,68.6
phl,1988,65.2
phl,1989,61.7
phl,1990,58.2
phl,1991,54.9
phl,1992,52.1
phl,1993,49.5
phl,1994,47.4
phl,1995,45.6
phl,1996,44
phl,1997,42.7
phl,1998,41.6
phl,1999,40.6
phl,2000,39.7
phl,2001,38.9
phl,2002,38.1
phl,2003,37.3
phl,2004,36.5
phl,2005,35.7
phl,2006,34.9
phl,2007,34.2
phl,2008,33.4
phl,2009,32.6
phl,2010,31.9
phl,2011,31.2
phl,2012,30.4
phl,2013,29.6
phl,2014,28.8
phl,2015,28
phl,2016,28.37624417
phl,2017,27.87805723
phl,2018,27.39740909
phl,2019,26.92828381
phl,2020,26.46467962
phl,2021,26.00260184
phl,2022,25.5420487
phl,2023,25.08301841
phl,2024,24.62550923
phl,2025,24.16852526
phl,2026,23.71306003
phl,2027,23.26308343
phl,2028,22.81957895
phl,2029,22.38451943
phl,2030,21.95987301
phl,2031,21.54463142
phl,2032,21.14075867
phl,2033,20.74625653
phl,2034,20.36110906
phl,2035,19.98530033
phl,2036,19.61782681
phl,2037,19.2576873
phl,2038,18.90486942
phl,2039,18.55541742
phl,2040,18.20637026
phl,2041,17.86744546
phl,2042,17.52457967
phl,2043,17.17875815
phl,2044,16.82998088
phl,2045,16.48120362
phl,2046,16.13636734
phl,2047,15.79941303
phl,2048,15.47132595
phl,2049,15.15210608
phl,2050,14.83978293
phl,2051,14.53238602
phl,2052,14.22597436
phl,2053,13.91660695
phl,2054,13.6062543
phl,2055,13.29590165
phl,2056,12.98751949
phl,2057,12.68701931
phl,2058,12.39341585
phl,2059,12.10966485
phl,2060,11.83182534
phl,2061,11.55891206
phl,2062,11.28796927
phl,2063,11.01505598
phl,2064,10.74115745
phl,2065,10.46430318
phl,2066,10.18646367
phl,2067,9.908624151
phl,2068,9.632755128
phl,2069,9.359841845
phl,2070,9.092840041
phl,2071,8.832734962
phl,2072,8.579526609
phl,2073,8.333214982
phl,2074,8.094785326
phl,2075,7.86226715
phl,2076,7.634675206
phl,2077,7.411024248
phl,2078,7.189343783
phl,2079,6.970619058
phl,2080,6.75287958
phl,2081,6.53809584
phl,2082,6.327253087
phl,2083,6.12035132
phl,2084,5.918375786
phl,2085,5.720341237
phl,2086,5.525262428
phl,2087,5.333139359
phl,2088,5.143972029
phl,2089,4.957760438
phl,2090,4.774504587
phl,2091,4.596174969
phl,2092,4.422771583
phl,2093,4.255279677
phl,2094,4.094684496
phl,2095,3.94098604
phl,2096,3.79418431
phl,2097,3.654279306
phl,2098,3.521271027
phl,2099,3.39614472
pol,1800,369.21
pol,1801,369.21
pol,1802,369.21
pol,1803,369.21
pol,1804,369.21
pol,1805,369.21
pol,1806,369.21
pol,1807,369.21
pol,1808,369.21
pol,1809,369.21
pol,1810,369.21
pol,1811,369.21
pol,1812,369.21
pol,1813,369.21
pol,1814,369.21
pol,1815,369.21
pol,1816,369.21
pol,1817,369.21
pol,1818,369.21
pol,1819,369.21
pol,1820,369.21
pol,1821,369.21
pol,1822,369.21
pol,1823,369.21
pol,1824,369.21
pol,1825,369.21
pol,1826,369.21
pol,1827,369.21
pol,1828,369.21
pol,1829,369.21
pol,1830,369.21
pol,1831,369.21
pol,1832,369.21
pol,1833,369.21
pol,1834,369.21
pol,1835,369.21
pol,1836,369.21
pol,1837,369.21
pol,1838,369.21
pol,1839,369.21
pol,1840,369.21
pol,1841,369.21
pol,1842,369.21
pol,1843,369.21
pol,1844,369.21
pol,1845,369.21
pol,1846,369.21
pol,1847,369.21
pol,1848,369.21
pol,1849,369.21
pol,1850,369.21
pol,1851,369.21
pol,1852,369.21
pol,1853,369.21
pol,1854,369.21
pol,1855,369.21
pol,1856,369.21
pol,1857,369.21
pol,1858,369.21
pol,1859,369.21
pol,1860,369.21
pol,1861,369.21
pol,1862,369.21
pol,1863,369.21
pol,1864,369.21
pol,1865,369.21
pol,1866,369.21
pol,1867,369.21
pol,1868,369.21
pol,1869,369.21
pol,1870,369.21
pol,1871,369.21
pol,1872,369.21
pol,1873,369.21
pol,1874,369.21
pol,1875,369.21
pol,1876,369.21
pol,1877,369.21
pol,1878,369.21
pol,1879,369.21
pol,1880,369.21
pol,1881,369.21
pol,1882,369.21
pol,1883,369.21
pol,1884,369.21
pol,1885,369.21
pol,1886,365.67
pol,1887,362.15
pol,1888,358.63
pol,1889,355.13
pol,1890,351.67
pol,1891,348.22
pol,1892,344.77
pol,1893,341.38
pol,1894,337.98
pol,1895,334.57
pol,1896,331.17
pol,1897,327.76
pol,1898,324.31
pol,1899,320.84
pol,1900,317.36
pol,1901,313.83
pol,1902,310.26
pol,1903,306.71
pol,1904,303.12
pol,1905,299.49
pol,1906,295.86
pol,1907,292.21
pol,1908,288.53
pol,1909,283.83
pol,1910,280.17
pol,1911,276.49
pol,1912,279.1324139
pol,1913,281.8000813
pol,1914,284.4932437
pol,1915,287.2121445
pol,1916,289.9570299
pol,1917,292.7281482
pol,1918,295.52575
pol,1919,298.3412511
pol,1920,301.1835755
pol,1921,304.0529787
pol,1922,271.5878175
pol,1923,265.8846828
pol,1924,260.3013093
pol,1925,254.835182
pol,1926,249.4838391
pol,1927,244.24487
pol,1928,233.2508886
pol,1929,240.5715892
pol,1930,229.5283851
pol,1931,227.6822924
pol,1932,231.3740113
pol,1933,201.5204221
pol,1934,225.8129289
pol,1935,199.6294251
pol,1936,225.799545
pol,1937,216.468104
pol,1938,223.917269
pol,1939,217.7726256
pol,1940,211.7966008
pol,1941,205.9845673
pol,1942,200.3320251
pol,1943,194.8345974
pol,1944,189.4880276
pol,1945,184.288176
pol,1946,179.2310165
pol,1947,174.3126332
pol,1948,169.529218
pol,1949,162.0710421
pol,1950,163.9244739
pol,1951,177.0068086
pol,1952,140.0188436
pol,1953,127.5176614
pol,1954,118.7732109
pol,1955,115.303492
pol,1956,98.40910664
pol,1957,91.0817638
pol,1958,84.3
pol,1959,72.8
pol,1960,64.7
pol,1961,59.4
pol,1962,55.6
pol,1963,52.5
pol,1964,49.3
pol,1965,45.9
pol,1966,42.6
pol,1967,40.2
pol,1968,38.8
pol,1969,37.7
pol,1970,36.3
pol,1971,34.5
pol,1972,32.5
pol,1973,30.4
pol,1974,28.7
pol,1975,27.7
pol,1976,27.1
pol,1977,26.4
pol,1978,25.5
pol,1979,24.6
pol,1980,23.9
pol,1981,23.3
pol,1982,22.7
pol,1983,22
pol,1984,21.2
pol,1985,20.3
pol,1986,19.5
pol,1987,18.9
pol,1988,18.4
pol,1989,17.9
pol,1990,17.3
pol,1991,16.8
pol,1992,16.4
pol,1993,16
pol,1994,15.5
pol,1995,14.5
pol,1996,13.3
pol,1997,12
pol,1998,10.8
pol,1999,9.9
pol,2000,9.3
pol,2001,8.8
pol,2002,8.4
pol,2003,8.1
pol,2004,7.8
pol,2005,7.6
pol,2006,7.3
pol,2007,7
pol,2008,6.7
pol,2009,6.2
pol,2010,5.8
pol,2011,5.5
pol,2012,5.3
pol,2013,5.2
pol,2014,5.2
pol,2015,5.2
pol,2016,4.856774948
pol,2017,4.760635986
pol,2018,4.677565254
pol,2019,4.601555885
pol,2020,4.527609708
pol,2021,4.453729473
pol,2022,4.380911973
pol,2023,4.309155835
pol,2024,4.239455564
pol,2025,4.16882215
pol,2026,4.099246892
pol,2027,4.031722921
pol,2028,3.966247491
pol,2029,3.902817853
pol,2030,3.840438128
pol,2031,3.78109229
pol,2032,3.721799571
pol,2033,3.662559971
pol,2034,3.60436479
pol,2035,3.546221812
pol,2036,3.488131037
pol,2037,3.431082392
pol,2038,3.375074501
pol,2039,3.320105993
pol,2040,3.268152595
pol,2041,3.220702104
pol,2042,3.175228716
pol,2043,3.132720984
pol,2044,3.093178908
pol,2045,3.055613936
pol,2046,3.019037515
pol,2047,2.984438199
pol,2048,2.950827434
pol,2049,2.917216669
pol,2050,2.882617353
pol,2051,2.849006588
pol,2052,2.814407271
pol,2053,2.781785058
pol,2054,2.748174294
pol,2055,2.715552081
pol,2056,2.68391842
pol,2057,2.653273311
pol,2058,2.622628202
pol,2059,2.592971645
pol,2060,2.564303639
pol,2061,2.535635634
pol,2062,2.507956181
pol,2063,2.481265279
pol,2064,2.454574378
pol,2065,2.427883477
pol,2066,2.401192575
pol,2067,2.374501674
pol,2068,2.348799324
pol,2069,2.323096975
pol,2070,2.298383177
pol,2071,2.27366938
pol,2072,2.248955582
pol,2073,2.225230336
pol,2074,2.202493642
pol,2075,2.180745501
pol,2076,2.158997359
pol,2077,2.137249217
pol,2078,2.115501075
pol,2079,2.093752933
pol,2080,2.072004791
pol,2081,2.050256649
pol,2082,2.028508507
pol,2083,2.006760365
pol,2084,1.985012224
pol,2085,1.963264082
pol,2086,1.94151594
pol,2087,1.919767798
pol,2088,1.89999676
pol,2089,1.880225722
pol,2090,1.862431787
pol,2091,1.846614957
pol,2092,1.833763782
pol,2093,1.823878263
pol,2094,1.8169584
pol,2095,1.813004192
pol,2096,1.813004192
pol,2097,1.815969848
pol,2098,1.822889711
pol,2099,1.83277523
prt,1800,372.81
prt,1801,372.81
prt,1802,372.81
prt,1803,372.81
prt,1804,372.81
prt,1805,372.81
prt,1806,372.81
prt,1807,372.81
prt,1808,372.81
prt,1809,372.81
prt,1810,372.81
prt,1811,372.81
prt,1812,372.81
prt,1813,372.81
prt,1814,372.81
prt,1815,372.81
prt,1816,372.81
prt,1817,372.81
prt,1818,372.81
prt,1819,372.81
prt,1820,372.81
prt,1821,372.81
prt,1822,372.81
prt,1823,372.81
prt,1824,372.81
prt,1825,372.81
prt,1826,372.81
prt,1827,372.81
prt,1828,372.81
prt,1829,372.81
prt,1830,372.81
prt,1831,372.81
prt,1832,372.81
prt,1833,372.81
prt,1834,372.81
prt,1835,372.81
prt,1836,372.81
prt,1837,372.81
prt,1838,372.81
prt,1839,372.81
prt,1840,372.81
prt,1841,372.81
prt,1842,372.81
prt,1843,372.81
prt,1844,372.81
prt,1845,372.81
prt,1846,372.81
prt,1847,372.81
prt,1848,372.81
prt,1849,372.81
prt,1850,372.81
prt,1851,372.81
prt,1852,372.81
prt,1853,372.81
prt,1854,372.81
prt,1855,372.81
prt,1856,372.81
prt,1857,372.81
prt,1858,372.81
prt,1859,372.81
prt,1860,372.81
prt,1861,372.81
prt,1862,372.81
prt,1863,372.81
prt,1864,372.81
prt,1865,372.81
prt,1866,372.81
prt,1867,372.81
prt,1868,372.81
prt,1869,372.81
prt,1870,372.81
prt,1871,372.81
prt,1872,372.81
prt,1873,372.81
prt,1874,372.81
prt,1875,372.81
prt,1876,372.81
prt,1877,372.81
prt,1878,372.81
prt,1879,372.81
prt,1880,372.81
prt,1881,372.81
prt,1882,372.81
prt,1883,372.81
prt,1884,372.81
prt,1885,372.81
prt,1886,372.81
prt,1887,372.81
prt,1888,372.81
prt,1889,372.81
prt,1890,372.81
prt,1891,372.81
prt,1892,372.81
prt,1893,372.81
prt,1894,372.8
prt,1895,372.77
prt,1896,372.71
prt,1897,372.61
prt,1898,372.47
prt,1899,372.26
prt,1900,372
prt,1901,351.8001428
prt,1902,332.6971517
prt,1903,314.6314663
prt,1904,297.5467601
prt,1905,281.3897653
prt,1906,266.1101064
prt,1907,251.6601436
prt,1908,237.9948238
prt,1909,225.0715403
prt,1910,212.85
prt,1911,227.5803924
prt,1912,243.3302092
prt,1913,260.17
prt,1914,238.82
prt,1915,238.82
prt,1916,249.7
prt,1917,238.82
prt,1918,339.88
prt,1919,295.89
prt,1920,266.83
prt,1921,238.82
prt,1922,231.47
prt,1923,266.83
prt,1924,231.47
prt,1925,209.1
prt,1926,231.47
prt,1927,227.77
prt,1928,235.8950799
prt,1929,244.31
prt,1930,231.47
prt,1931,225.92
prt,1932,236.99
prt,1933,240.65
prt,1934,231.47
prt,1935,240.65
prt,1936,224.05
prt,1937,244.31
prt,1938,218.46
prt,1939,186.57
prt,1940,202.76
prt,1941,245.92
prt,1942,219.03
prt,1943,212.46
prt,1944,194.27
prt,1945,179.9
prt,1946,178.55
prt,1947,157.63
prt,1948,158.07
prt,1949,171.23
prt,1950,143.15
prt,1951,138.02
prt,1952,143.7
prt,1953,136.4
prt,1954,130.5
prt,1955,127.2
prt,1956,124.3
prt,1957,121.8
prt,1958,119.5
prt,1959,117.4
prt,1960,114.6
prt,1961,110.3
prt,1962,104.3
prt,1963,97.6
prt,1964,91
prt,1965,85.2
prt,1966,80.8
prt,1967,77.7
prt,1968,75.1
prt,1969,72
prt,1970,68.2
prt,1971,63.4
prt,1972,58
prt,1973,52.6
prt,1974,47.8
prt,1975,43.5
prt,1976,39.5
prt,1977,35.6
prt,1978,32.3
prt,1979,29.7
prt,1980,27.6
prt,1981,25.8
prt,1982,24.2
prt,1983,22.8
prt,1984,21.6
prt,1985,20.4
prt,1986,19.3
prt,1987,18.2
prt,1988,17
prt,1989,15.9
prt,1990,14.7
prt,1991,13.6
prt,1992,12.5
prt,1993,11.4
prt,1994,10.5
prt,1995,9.7
prt,1996,9.1
prt,1997,8.6
prt,1998,8.2
prt,1999,7.7
prt,2000,7.2
prt,2001,6.7
prt,2002,6.1
prt,2003,5.6
prt,2004,5.1
prt,2005,4.7
prt,2006,4.4
prt,2007,4.2
prt,2008,4.1
prt,2009,4
prt,2010,3.9
prt,2011,3.8
prt,2012,3.8
prt,2013,3.8
prt,2014,3.7
prt,2015,3.6
prt,2016,3.387250598
prt,2017,3.226456558
prt,2018,3.076522976
prt,2019,2.941304334
prt,2020,2.822636132
prt,2021,2.720366525
prt,2022,2.628476531
prt,2023,2.542972479
prt,2024,2.463797425
prt,2025,2.388957697
prt,2026,2.317450131
prt,2027,2.251170334
prt,2028,2.189111978
prt,2029,2.13028139
prt,2030,2.0746501
prt,2031,2.021240251
prt,2032,1.970032863
prt,2033,1.921008955
prt,2034,1.873209652
prt,2035,1.826625464
prt,2036,1.782180467
prt,2037,1.737994873
prt,2038,1.696850404
prt,2039,1.656870435
prt,2040,1.618045474
prt,2041,1.585813493
prt,2042,1.554502425
prt,2043,1.524112271
prt,2044,1.493722117
prt,2045,1.46517379
prt,2046,1.436625464
prt,2047,1.409918965
prt,2048,1.384133379
prt,2049,1.360189622
prt,2050,1.337166778
prt,2051,1.314143934
prt,2052,1.292962917
prt,2053,1.271781901
prt,2054,1.251521798
prt,2055,1.232182609
prt,2056,1.21284342
prt,2057,1.193504231
prt,2058,1.17600687
prt,2059,1.158509509
prt,2060,1.141012147
prt,2061,1.124435699
prt,2062,1.108780166
prt,2063,1.092203718
prt,2064,1.076548184
prt,2065,1.06089265
prt,2066,1.04615803
prt,2067,1.03142341
prt,2068,1.017609703
prt,2069,1.002875083
prt,2070,0.989982291
prt,2071,0.976168584
prt,2072,0.963275792
prt,2073,0.949462085
prt,2074,0.936569293
prt,2075,0.922755586
prt,2076,0.909862794
prt,2077,0.896049087
prt,2078,0.882235381
prt,2079,0.868421675
prt,2080,0.854607968
prt,2081,0.840794262
prt,2082,0.827901469
prt,2083,0.81592959
prt,2084,0.804878625
prt,2085,0.79382766
prt,2086,0.783697609
prt,2087,0.774488471
prt,2088,0.765279334
prt,2089,0.756070196
prt,2090,0.747781972
prt,2091,0.739493748
prt,2092,0.731205524
prt,2093,0.722917301
prt,2094,0.715549991
prt,2095,0.707261767
prt,2096,0.698973543
prt,2097,0.690685319
prt,2098,0.682397095
prt,2099,0.674108871
pri,1980,21.145
pri,1981,20.572
pri,1982,20
pri,1983,19.393
pri,1984,18.737
pri,1985,18.029
pri,1986,17.289
pri,1987,16.557
pri,1988,15.871
pri,1989,15.247
pri,1990,14.711
pri,1991,14.286
pri,1992,13.966
pri,1993,13.731
pri,1994,13.555
pri,1995,13.389
pri,1996,13.171
pri,1997,12.863
pri,1998,12.446
pri,1999,11.927
pri,2000,11.345
pri,2001,10.762
pri,2002,10.243
pri,2003,9.83
pri,2004,9.529
pri,2005,9.322
pri,2006,9.163
pri,2007,8.995
pri,2008,8.778
pri,2009,8.503
pri,2010,8.175
pri,2011,7.818
pri,2012,7.471
pri,2013,7.161
pri,2014,6.899
pri,2015,6.685
pri,2016,6.513
pri,2017,6.364
pri,2018,6.225
pri,2019,6.089
pri,2020,5.956
pri,2021,5.825
pri,2022,5.702
pri,2023,5.588
pri,2024,5.482
pri,2025,5.384
pri,2026,5.291
pri,2027,5.201
pri,2028,5.114
pri,2029,5.028
pri,2030,4.942
pri,2031,4.857
pri,2032,4.772
pri,2033,4.69
pri,2034,4.609
pri,2035,4.53
pri,2036,4.452
pri,2037,4.377
pri,2038,4.302
pri,2039,4.229
pri,2040,4.158
pri,2041,4.088
pri,2042,4.02
pri,2043,3.953
pri,2044,3.889
pri,2045,3.826
pri,2046,3.764
pri,2047,3.704
pri,2048,3.645
pri,2049,3.588
pri,2050,3.531
pri,2051,3.476
pri,2052,3.421
pri,2053,3.368
pri,2054,3.315
pri,2055,3.264
pri,2056,3.213
pri,2057,3.163
pri,2058,3.115
pri,2059,3.067
pri,2060,3.02
pri,2061,2.974
pri,2062,2.928
pri,2063,2.883
pri,2064,2.838
pri,2065,2.794
pri,2066,2.752
pri,2067,2.71
pri,2068,2.67
pri,2069,2.631
pri,2070,2.593
pri,2071,2.556
pri,2072,2.52
pri,2073,2.485
pri,2074,2.45
pri,2075,2.416
pri,2076,2.383
pri,2077,2.35
pri,2078,2.317
pri,2079,2.284
pri,2080,2.253
pri,2081,2.222
pri,2082,2.192
pri,2083,2.163
pri,2084,2.135
pri,2085,2.109
pri,2086,2.083
pri,2087,2.059
pri,2088,2.035
pri,2089,2.012
pri,2090,1.99
pri,2091,1.968
pri,2092,1.946
pri,2093,1.923
pri,2094,1.9
pri,2095,1.877
pri,2096,1.854
pri,2097,1.829
pri,2098,1.805
pri,2099,1.779
qat,1800,433.13
qat,1801,433.13
qat,1802,433.13
qat,1803,433.13
qat,1804,433.13
qat,1805,433.13
qat,1806,433.13
qat,1807,433.13
qat,1808,433.13
qat,1809,433.13
qat,1810,433.13
qat,1811,433.13
qat,1812,433.13
qat,1813,433.13
qat,1814,433.13
qat,1815,433.13
qat,1816,433.13
qat,1817,433.13
qat,1818,433.13
qat,1819,433.13
qat,1820,433.13
qat,1821,433.13
qat,1822,433.13
qat,1823,433.13
qat,1824,433.13
qat,1825,433.13
qat,1826,433.13
qat,1827,433.13
qat,1828,433.13
qat,1829,433.13
qat,1830,433.13
qat,1831,433.13
qat,1832,433.13
qat,1833,433.13
qat,1834,433.13
qat,1835,433.13
qat,1836,433.13
qat,1837,433.13
qat,1838,433.13
qat,1839,433.13
qat,1840,433.13
qat,1841,433.13
qat,1842,433.13
qat,1843,433.13
qat,1844,433.13
qat,1845,433.13
qat,1846,433.13
qat,1847,433.13
qat,1848,433.13
qat,1849,433.13
qat,1850,433.13
qat,1851,433.13
qat,1852,433.13
qat,1853,433.13
qat,1854,433.13
qat,1855,433.13
qat,1856,433.13
qat,1857,433.13
qat,1858,433.13
qat,1859,433.13
qat,1860,433.13
qat,1861,433.13
qat,1862,433.13
qat,1863,433.13
qat,1864,433.13
qat,1865,433.13
qat,1866,433.13
qat,1867,433.13
qat,1868,433.13
qat,1869,433.13
qat,1870,433.13
qat,1871,433.13
qat,1872,433.13
qat,1873,433.13
qat,1874,433.13
qat,1875,433.13
qat,1876,433.13
qat,1877,433.13
qat,1878,433.13
qat,1879,433.13
qat,1880,433.13
qat,1881,433.13
qat,1882,433.13
qat,1883,433.13
qat,1884,433.13
qat,1885,433.13
qat,1886,433.13
qat,1887,433.13
qat,1888,433.13
qat,1889,433.13
qat,1890,433.13
qat,1891,433.13
qat,1892,433.13
qat,1893,433.13
qat,1894,433.12
qat,1895,433.08
qat,1896,433.01
qat,1897,432.9
